,datetime,workingday,weather,temp,windspeed,10th & Monroe St NE (31504),10th & U St NW (31111),10th St & Constitution Ave NW (31219),11th & H St NE (31614),11th & Kenyon St NW (31102),12th & Army Navy Dr (31008),12th & Hayes St (31001),12th & Newton St NE (31501),13th & D St NE (31622),13th & H St NE (31611),13th St & New York Ave NW (31227),14th & D St NW / Ronald Reagan Building (31231),14th & D St SE (31607),14th & G St NW (31238),14th & Harvard St NW (31105),14th & R St NW (31202),14th & Rhode Island Ave NW (31203),14th & V St NW (31101),14th St & Spring Rd NW (31401),14th St Heights / 14th & Crittenden St NW (31402),15th & Crystal Dr (31003),15th & Hayes St (31005),15th & P St NW (31201),15th St & Massachusetts Ave SE (31626),16th & Harvard St NW (31103),16th & U St NW (31229),17th & Corcoran St NW (31214),17th & K St NW / Farragut Square (31233),17th & K St NW [formerly 17th & L St NW] (31213),17th & Rhode Island Ave NW (31239),18th & Bell St (31007),18th & Hayes St (31004),18th & M St NW (31221),18th St & Pennsylvania Ave NW (31242),19th & E Street NW (31206),19th & East Capitol St SE (31601),19th & L St NW (31224),19th St & Constitution Ave NW (31235),19th St & Pennsylvania Ave NW (31100),1st & M St NE (31603),1st & N ST SE (31209),1st & Rhode Island Ave NW (31506),20th & Bell St (31000),20th & Crystal Dr (31002),20th & E St NW (31204),20th St & Florida Ave NW (31110),21st & I St NW (31205),21st & M St NW (31212),23rd & Crystal Dr (31011),23rd & Eads (31013),25th St & Pennsylvania Ave NW (31237),26th & Crystal Dr (31012),27th & Crystal Dr (31009),3000 Connecticut Ave NW / National Zoo (31307),34th St & Wisconsin Ave NW (31226),36th & Calvert St NW / Glover Park (31304),37th & O St NW / Georgetown University (31236),3rd & D St SE (31605),3rd & G St SE (31625),3rd & H St NE (31616),4th & Adams St NE (31500),4th & D St NW / Judiciary Square (31621),4th & E St SW (31244),4th & East Capitol St NE (31618),4th & M St SW (31108),4th St & Massachusetts Ave NW (31604),5th & F St NW (31620),5th St & K St NW (31600),6th & H St NE (31615),7th & F St NW / National Portrait Gallery (31232),7th & R St NW / Shaw Library (31245),7th & T St NW (31109),7th & Water St SW / SW Waterfront (31609),8th & Eye St SE / Barracks Row (31608),8th & H St NW (31228),9th & Upshur St NW (31404),Adams Mill & Columbia Rd NW (31104),Alta Bicycle Share Demonstration Station (31999),Alta Bicycle Share Warehouse (31902),Alta Warehouse Station (31888),Anacostia Ave & Benning Rd NE / River Terrace  (31708),Anacostia Library (31804),Anacostia Metro (31801),Benning Branch Library (31705),Benning Rd & East Capitol St NE / Benning Rd Metro (31707),Birthday Station (31900),Bladensburg Rd & Benning Rd NE (31617),Branch & Pennsylvania Ave SE (31701),C & O Canal & Wisconsin Ave NW (31225),California St & Florida Ave NW (31116),Calvert St & Woodley Pl NW (31106),Clarendon Blvd & Pierce St (31016),Columbia Rd & Belmont St NW (31113),Columbia Rd & Georgia Ave NW (31115),Columbus Circle / Union Station (31623),Congress Heights Metro (31806),Connecticut Ave & Newark St NW / Cleveland Park (31305),Convention Center / 7th & M St NW (31223),Court House Metro / Wilson Blvd & N Uhle St (31017),Eastern Market / 7th & North Carolina Ave SE (31610),Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613),Eckington Pl & Q St NE (31505),Fairfax Village (31706),Florida Ave & R St NW (31503),Georgetown Harbor / 30th St NW (31215),Georgia & New Hampshire Ave NW (31400),Georgia Ave and Fairmont St NW (31207),Good Hope & Naylor Rd SE (31700),Good Hope Rd & MLK Ave SE (31802),Harvard St & Adams Mill Rd NW (31112),John McCormack Dr & Michigan Ave NE (31502),Kennedy Center (31211),L'Enfant Plaza / 7th & C St SW (31218),Lamont & Mt Pleasant NW (31107),Lincoln Park / 13th & East Capitol St NE  (31619),Lynn & 19th St North (31014),M St & New Jersey Ave SE (31208),M St & Pennsylvania Ave NW (31246),Massachusetts Ave & Dupont Circle NW (31200),McPherson Square - 14th & H St NW (31216),Metro Center / 12th & G St NW (31230),Minnesota Ave Metro/DOES (31703),N Fillmore St & Clarendon Blvd (31021),N Highland St & Wilson Blvd (31022),N Rhodes & 16th St N (31018),Nannie Helen Burroughs & Minnesota Ave NE (31704),New York Ave & 15th St NW (31222),North Capitol St & F St NW (31624),Park Rd & Holmead Pl NW (31602),Pennsylvania & Minnesota Ave SE (31805),Potomac & Pennsylvania Ave SE (31606),Randle Circle & Minnesota Ave NE (31702),Rosslyn Metro / Wilson Blvd & Ft Myer Dr (31015),S Glebe & Potomac Ave (31010),S Joyce & Army Navy Dr (31006),Tenleytown / Wisconsin Ave & Albemarle St NW (31303),Thomas Circle (31241),US Dept of State / Virginia Ave & 21st St NW (31220),USDA / 12th & Independence Ave SW (31217),Van Ness Metro / UDC (31300),Ward Circle / American University (31301),White House [17th & State Pl NW] (31210),Wilson Blvd & Franklin Rd (31020),Wilson Blvd & N Edgewood St (31019),Wisconsin Ave & Macomb St NW (31302),hour,hourspassed
12,2011-01-01 13:00:00,0,2,18.86,19.9995,0,5,0,0,0,0,0,0,0,1,1,0,5,1,0,3,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,0,0,2,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,3,1,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,1,0,0,0,1,1,2,0,0,0,1,13,12
13,2011-01-01 14:00:00,0,2,18.86,19.0012,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,2,3,4,0,0,0,1,0,0,7,3,4,0,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,2,3,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,2,2,3,0,0,0,0,0,0,0,2,3,0,2,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,13
14,2011-01-01 15:00:00,0,2,18.04,19.9995,0,2,4,0,1,0,0,0,0,0,4,0,0,0,2,2,3,3,0,0,0,0,6,0,0,4,2,0,1,0,0,0,5,0,3,0,0,2,1,1,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,4,1,0,0,0,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,0,2,2,0,0,1,4,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,15,14
15,2011-01-01 16:00:00,0,2,17.22,19.9995,0,3,2,0,0,1,1,0,1,3,2,0,0,0,0,2,2,2,0,0,0,0,4,0,0,0,4,0,2,0,0,0,4,0,2,0,3,2,0,1,0,0,0,0,2,4,1,0,0,0,2,0,2,0,0,2,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,5,0,2,0,0,0,0,3,0,0,0,0,2,0,0,1,2,2,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,15
16,2011-01-01 17:00:00,0,2,18.04,19.0012,0,0,2,0,1,0,0,0,1,1,6,0,1,0,3,2,0,2,1,0,0,0,2,0,3,3,0,0,2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,3,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,2,0,0,2,0,0,0,4,1,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,17,16
17,2011-01-01 18:00:00,0,3,17.22,16.9979,0,0,4,0,1,1,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,3,1,3,0,0,0,1,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,2,0,0,5,0,0,0,0,0,0,18,17
18,2011-01-01 19:00:00,0,3,17.22,16.9979,0,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18
19,2011-01-01 20:00:00,0,2,16.4,16.9979,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,19
20,2011-01-01 21:00:00,0,2,16.4,12.998,0,0,7,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20
21,2011-01-01 22:00:00,0,2,16.4,15.0013,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,21
22,2011-01-01 23:00:00,0,2,18.86,19.9995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,23,22
23,2011-01-02 00:00:00,0,2,18.86,19.9995,0,1,0,0,0,0,0,0,0,2,0,0,0,6,1,3,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
24,2011-01-02 01:00:00,0,2,18.04,16.9979,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24
25,2011-01-02 02:00:00,0,2,17.22,19.0012,0,3,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25
26,2011-01-02 03:00:00,0,2,18.86,12.998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,26
27,2011-01-02 04:00:00,0,2,18.86,12.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27
